pool,id,year,page,source,stage,word_count,text
zh_to_en,s0223,2022,8,阅读A,,19,Consequently—and paradoxically—laws introduced to protect the jobs of ordinary workers may be placing those jobs at risk.
zh_to_en,s0107,2021,6,阅读A,,18,Indonesia has the third-largest area of tropical forest in the world and one of the highest deforestation rates.
zh_to_en,s0447,2024,13,阅读B,,12,"Using tracking devices, researchers have shown that they have remarkable spatial acuity."
zh_to_en,s0134,2021,12,阅读B,,15,It uses analytics to help identify where there may be bias in the hiring process.
zh_to_en,s0212,2022,6,阅读A,,27,"The reach of art-science tie-ups needs to go beyond the necessary purpose of research communication, and participants must not fall into the trap of stereotyping each other."
zh_to_en,s0631,2026,9,阅读A,,12,"The negotiation, between you and it, is the heart of the matter."
zh_to_en,s0481,2025,5,阅读A,,14,"At the very least, we need to make our energy use far more sustainable."
zh_to_en,s0240,2022,9,阅读B,,17,They are profitable institutions whose bottom line is much more important than the condition of the animals.
zh_to_en,s0202,2022,6,阅读A,,16,Scientists are increasingly seeking out visual artists to help them communicate their work to new audiences.
zh_to_en,s0125,2021,10,阅读A,,28,"Court of Appeals for the District of Columbia Circuit was the latest take of the Federal Communications Commission (FCC) on net neutrality, adopted on a party-line vote in 2017."
zh_to_en,s0230,2022,8,阅读A,,28,"Across the Tasman Sea, Australia deals with the unjustified dismissal paradox by excluding employees earning above a specified high-income threshold from the protection of its unfair dismissal laws."
zh_to_en,s0386,2024,5,阅读A,,13,"The residents help to look after the children, an arrangement akin to alloparenting."
zh_to_en,s0053,2020,10,阅读A,,16,The French tax is not just a unilateral move by one country in need of revenue.
zh_to_en,s0390,2024,5,阅读A,,13,"Such narratives can lead to maternal exhaustion and have dangerous consequences, they wrote."
zh_to_en,s0033,2020,8,阅读A,,31,"A pair of bills sponsored by Massachusetts state Senator Jason Lewis and House Speaker Pro Tempore Patricia Haddad, to ensure gender parity on boards and commissions, provide a case in point."
zh_to_en,s0348,2023,10,阅读B,,10,"That fall, they concluded the survey in Fort Bridger, Wyoming."
zh_to_en,s0045,2020,8,阅读A,,13,That is exactly what happened when Norway adopted a nationwide corporate gender quota.
zh_to_en,s0229,2022,8,阅读A,,15,Stringent job dismissal regulations adversely affect productivity growth and hamper both prosperity and overall well-being.
zh_to_en,s0577,2026,4,阅读A,,13,"They've helped pull wheeled vehicles, carry travelers and move goods across the world."
zh_to_en,s0129,2021,10,阅读A,,15,The endless legal battles and back-and-forth at the FCC cry out for Congress to act.
zh_to_en,s0173,2022,3,阅读A,,15,He wanted viewers to walk around on the carpets—whichmeant they had to be durable.
zh_to_en,s0209,2022,6,阅读A,,15,The founders deliberately focused their projects around light—hence the visual studies in the name.
zh_to_en,s0093,2021,4,阅读A,,38,"It is all very well train operators trumpeting the improvements they are making to the network, but passengers should be able to expect a basic level of service for the substantial sums they are now paying to travel."
zh_to_en,s0216,2022,7,阅读A,,15,Personal grievance procedures were designed to guard the jobs of ordinary workers from unjustified dismissals.
zh_to_en,s0473,2025,3,阅读A,,12,"The study showed the importance of embedding arts in education, she said."
zh_to_en,s0482,2025,5,阅读A,,12,"However, this is a price we must pay for understanding the world."
zh_to_en,s0183,2022,3,阅读A,,35,"We now live in an age of plastic, she says, and what we decide to collect today, what we decide to preserve... will have a strong impact on how in the future we'll be seen."
zh_to_en,s0242,2022,9,阅读B,,18,"No matter how you enhance enclosures, they do not allow for freedom, a natural diet or adequate exercise."
zh_to_en,s0618,2026,8,阅读A,,14,Some of the trees he analyzed bore more than 20 fire scars among their rings.
zh_to_en,s0432,2024,11,阅读B,,12,It inspired me to learn more about the culture that it represented.
zh_to_en,s0391,2024,5,阅读A,,14,One previous study looked at the Efé people of the Democratic Republic of Congo.
zh_to_en,s0602,2026,6,阅读A,,14,Between two great wars this technological innovation built a new kind of national consciousness.
zh_to_en,s0535,2025,11,阅读B,,11,He uses a high-speed OM System which shoots 120 frames a second.
zh_to_en,s0049,2020,10,阅读A,,31,"Digital services include everything from providing a platform for selling goods and services online to targeting advertising based on user data, and the tax applies to gross revenue from such services."
zh_to_en,s0583,2026,4,阅读A,,13,The researchers examined 207 genomes from modern donkeys living in 31 countries across the globe.
zh_to_en,s0147,2021,13,阅读B,,19,"AI looks at resumes in greater numbers than humans would be able to, and selects the more promising candidates."
zh_to_en,s0313,2023,8,阅读A,,11,"Each year researchers publish millions of papers in more than 30,000 journals."
zh_to_en,s0709,2023,1,完形重建,,31,"From the 10th century onwards, as merchant and travel routes became more developed, the construction of caravanserais increased and they served as a safe place for people to rest at night."
zh_to_en,s0523,2025,9,阅读A,,13,Librarians are uniquely positioned to understand how end users seek and use information.
zh_to_en,s0305,2023,6,阅读A,,13,The sales for our May Books of the Month surpassed any month since 2018.
zh_to_en,s0058,2020,10,阅读A,,32,"In response to these many unilateral measures, the Organization for Economic Cooperation and Development (OECD) is currently working with 131 countries to reach a consensus by the end of 2020 on an international solution."
zh_to_en,s0469,2025,3,阅读A,,13,The target group were given a 30-minute drama-based activity to accompany the passage.
zh_to_en,s0339,2023,10,阅读B,,13,"The team included a meteorologist, a zoologist, a mineralogist, and an agricultural statistician."
zh_to_en,s0711,2023,1,完形重建,,16,Caravanserais served as an informal meeting point for the various people who travelled the Silk Road.
zh_to_en,s0260,2022,10,阅读B,,21,To pressure zoos to spend less on their animals would lead to inhumane outcomes for the precious creatures in their care.
zh_to_en,s0062,2020,12,阅读B,,18,"In adulthood, looking at someone else in a pleasant way can be a complimentary sign of paying attention."
zh_to_en,s0237,2022,9,阅读B,,20,Both the wildlife park and zoo claimed to be operating for the benefit of the animals and for conservation purposes.
zh_to_en,s0588,2026,4,阅读A,,12,Prehistoric humans may have tamed donkeys to help navigate the expanding Sahara.
zh_to_en,s0411,2024,9,阅读A,,12,Environmental Protection Agency (EPA) far less authority to regulate wetlands and waterways.
zh_to_en,s0278,2023,3,阅读A,,11,Texas is an energy state and we need to recognise that.
zh_to_en,s0580,2026,4,阅读A,,11,The team published their findings in the journal Science this month.
zh_to_en,s0633,2026,9,阅读A,,11,It could be one of the best conversations you ever have.
zh_to_en,s0327,2023,8,阅读A,,11,Scopus itself has all the data necessary to detect this malpractice.
zh_to_en,s0589,2026,4,阅读A,,11,Researchers say these findings could help put donkeys in the spotlight.
zh_to_en,s0542,2025,12,阅读B,,14,"He typically takes between 10,000 and 20,000 shots to get one butterfly take-off sequence in focus."
zh_to_en,s0091,2021,4,阅读A,,44,"Equally, there is a sense that the travails of commuters in the South East, many of whom will face among the biggest rises, have received too much attention compared to those who must endure the relatively poor infrastructure of the Midlands and the North."
zh_to_en,s0518,2025,9,阅读A,,10,Digital information requires a great deal more care than analog.
zh_to_en,s0284,2023,3,阅读A,,10,It is also less prominent in many social studies courses.
zh_to_en,s0726,2024,1,完形重建,,19,"For example, a busy street might not suit a motion-sensored door, as it would constantly be opening for passers-by."
zh_to_en,s0681,2020,2,完形重建,,23,"While studies have shown that acrylamide can cause neurological damage in mice, there is no conclusive evidence that it causes cancer in humans."
zh_to_en,s0724,2024,1,完形重建,,19,"Each automatic door system analyses the light, sound, weight or movement in their vicinity as a signal to open."
zh_to_en,s0247,2022,10,阅读B,,24,She uses outdated research and decades-old examples to undermine the noble mission of organizations committed to connecting children to a world beyond their own.
zh_to_en,s0256,2022,10,阅读B,,18,Our research provides strong support for the value of zoos in connecting people with animals and with nature.
zh_to_en,s0701,2022,1,完形重建,,33,"Beginning in 2006, some scientists have argued that plants possess neuron-like cells that interact with hormones and neurotransmitters, forming a plant nervous system, analogous to that in animals, said lead study author Lincoln Taiz."
zh_to_en,s0135,2021,12,阅读B,,18,More effective marketing Some AI software can analyze and optimize marketing email subject lines to increase open rates.
zh_to_en,s0144,2021,13,阅读B,,18,We're also giving our customers better channels versus picking up the phone to accomplish something beyond human scale.
zh_to_en,s0379,2024,3,阅读A,,43,"The Gutenberg printing press transformed civilisation not by changing the nature of writing but by changing its cost—and it would have achieved little without a parallel collapse in the price of surfaces to write on, thanks to an often-overlooked technology called paper."
zh_to_en,s0691,2021,2,完形重建,,18,"But while aging is inevitable, scientists are finding out that certain changes in brain function may not be."
zh_to_en,s0538,2025,11,阅读B,,12,"I was waiting for surgery, feeling really ill, sitting in my garden."
zh_to_en,s0249,2022,10,阅读B,,12,"But they are the exception, not the norm that Ms. Marris implies."
zh_to_en,s0700,2022,1,完形重建,,26,"Plant biology is complex and fascinating, but it differs so greatly from that of animals that so-called evidence of plants' intelligence is inconclusive, the authors wrote."
zh_to_en,s0248,2022,10,阅读B,,25,Zoos are at the forefront of conservation and constantly evolving to improve how they care for animals and protect each species in its natural habitat.
zh_to_en,s0707,2023,1,完形重建,,27,"The word caravanserai is a combination of the Persian words karvan, which means a group of travellers or a caravan, and sardy, a palace or enclosed building."
zh_to_en,s0130,2021,10,阅读A,,34,It needs to give the commission explicit authority once and for all to bar broadband providers from meddling in the traffic on their network and to create clear rules protecting openness and innovation online.
zh_to_en,s0722,2024,1,完形重建,,20,"There are many different types of automatic door, with each relying on specific signals to tell them when to open."
zh_to_en,s0250,2022,10,阅读B,,46,"A distressed animal in a zoo will get as good or better treatment than most of us at our local hospital.: As a fellow environmentalist, animal-protection advocate and longtime vegetarian, I could properly be in the same camp as Emma Marris on the issue of zoos."
zh_to_en,s0258,2022,10,阅读B,,31,"They afford an opportunity for people from all backgrounds to encounter a range of animals, from drone bees to springbok or salmon, to better understand the natural world we live in."
zh_to_en,s0068,2020,13,阅读B,,31,"These pauses typically occur at about three per second, and the eyes then jump to another spot, until several important points in the image are registered like a series of snapshots."
zh_to_en,s0139,2021,12,阅读B,,16,Companies can also optimize their own energy use and cut down on the cost of electricity.
zh_to_en,s0727,2025,1,完形重建,,19,"This area of the Aegean Sea is prone to earthquakes and tsunamis, which caused the city to gradually sink."
zh_to_en,s0539,2025,11,阅读B,,13,"It was amazing weather and there were painted lady butterflies everywhere, he says."
zh_to_en,s0660,2026,10,阅读B,,13,"We are never sure of anything, says the physicist (and writer) Carlo Rovelli."
zh_to_en,s0351,2023,11,阅读B,,13,"In quick succession, the Senate and House passed legislation protecting Yellowstone in early 1872."
zh_to_en,s0153,2021,14,翻译C,,13,"Second, growth obviously affected the absolute size both of systems and individual institutions."
zh_to_en,s0008,2020,4,阅读A,,13,It is also wise to recall that such titles are not a cure-all.
zh_to_en,s0719,2024,1,完形重建,,24,"Particularly useful in busy locations or during times of emergency, the doors act as crowd management by reducing the obstacles put in peoples' way."
zh_to_en,s0449,2024,13,阅读B,,12,"What is more, they almost always seem to choose the nearest waterhole."
zh_to_en,s0429,2024,11,阅读B,,12,"Again, the story an exhibit is trying to tell is what matters."
zh_to_en,s0720,2024,1,完形重建,,32,"As well as making access both in and out of buildings easier for people, the difference in the way many of these doors open helps reduce the total area occupied by them."
zh_to_en,s0548,2025,12,阅读B,,14,Now the fruits of those summers have been published in a beautiful new book.
zh_to_en,s0206,2022,6,阅读A,,12,Nor should their work be considered only as an object of study.
zh_to_en,s0155,2021,14,翻译C,,14,Each of these manifestations of growth carried its own peculiar problems in its wake.
zh_to_en,s0350,2023,11,阅读B,,14,The bill proved largely popular and sailed through Congress with large majorities in favor.
zh_to_en,s0717,2024,1,完形重建,,23,Self-sliding doors began to emerge as a commercial product in 1960 after being invented six years previously by Americans Dee Horton and Lew Hewitt.
zh_to_en,s0425,2024,11,阅读B,,13,We know very exact reproductions of artwork can be and are regularly produced.
zh_to_en,s0441,2024,12,阅读B,,13,And now Climate Change agitators are attacking publicly displayed works in European museums.
zh_to_en,s0730,2025,1,完形重建,,16,"In recent decades, shifting currents and climate change have eroded a natural barrier that protected Pavlopetri."
zh_to_en,s0115,2021,8,阅读A,,50,"Of course, I need to concede that my collection of 'Smiling Victorians' makes up only a tiny percentage of the vast catalogue of photographic portraiture created between 1840 and 1900, the majority of which show sitters posing miserably and stiffly in front of painted backdrops, or staring absently into the middle distance."
zh_to_en,s0252,2022,10,阅读B,,37,"Were it not for opportunities to observe these beautiful, wild creatures close to home, many more people would be driven by their fascination to travel to wild areas to seek out, disturb and even hunt them down."
zh_to_en,s0437,2024,12,阅读B,,12,The foreign countries have no right to hold back returning the items.
zh_to_en,s0082,2020,15,翻译C,,12,The 17th and 18th centuries were times of radical change and curiosity.
zh_to_en,s0731,2025,1,完形重建,,27,"In 1967, a scientific survey of the Peloponnesian coast was gathering data to analyze changes in sea levels when British oceanographer Nicholas Flemming first spotted the sunken structures."
zh_to_en,s0132,2021,12,阅读B,,30,Here are a few ways AI is aiding companies without replacing employees: Better hiring practices Companies are using artificial intelligence to remove some of the unconscious bias from hiring decisions.
zh_to_en,s0254,2022,10,阅读B,,38,"Our studies focused on the impact of zoo experiences on how people think about themselves and nature, and the data points extracted from our studies do not, in any way, discount what is learned in a zoo visit."
zh_to_en,s0664,2026,10,阅读B,,11,Fiction invites you to loiter unseen in the lives of others.
zh_to_en,s0253,2022,10,阅读B,,44,"Zoos are, in that sense, similar to natural history and archeology museums, serving to satisfy our need for contact with these living creatures while leaving the vast majority undisturbed in their natural environments.: Emma Marris selectively describes and misrepresents the findings of our research."
zh_to_en,s0046,2020,8,阅读A,,50,"Writing in The New Republic, Alice Lee notes that increasing the number of opportunities for board membership without increasing the pool of qualified women to serve on such boards has led to a golden skirt phenomenon, where the same elite women scoop up multiple seats on a variety of boards."
zh_to_en,s0734,2025,1,完形重建,,15,"Despite the exciting initial finds, the site would lie 13 for decades before archaeologists would return."
zh_to_en,s0264,2022,10,阅读B,,14,Zoos should have been closed down as they prioritize money making over animals' wellbeing.
zh_to_en,s0678,2020,2,完形重建,,25,"Yet as we report now, the food police are determined that this enjoyment should be rendered yet another guilty pleasure guaranteed to damage our health."
zh_to_en,s0110,2021,6,阅读A,,13,"With the CCTs, individuals instead can use the money to supplement their harvests."
zh_to_en,s0193,2022,5,阅读A,,13,"In this age of generalists, it pays to have specific knowledge or skills."
zh_to_en,s0695,2021,2,完形重建,,23,They found that middle-aged people with higher measures of abdominal fat scored worse on measures of fluid intelligence as the years went by.
zh_to_en,s0738,2025,1,完形重建,,21,"Excavations revealed a large number of Minoan-style loom weights, suggesting Pavlopetri was a thriving trade center with a robust textile industry."
zh_to_en,s0721,2024,1,完形重建,,24,"Replacing swing doors, these allow smaller buildings to maximise the usable space inside without having to clear the way for a large, sticking-out door."
zh_to_en,s0022,2020,6,阅读A,,14,In Britain the move towards open access publishing has been driven by funding bodies.
zh_to_en,s0733,2025,1,完形重建,,15,"The team identified some techniques buildings, courtyards, a network of streets, and two chamber tombs."
zh_to_en,s0704,2022,1,完形重建,,32,"However, the signaling in a plant is only superficially similar to the firing in a complex animal brain, which is more than a mass of cells that communicate by electricity, Taiz said."
zh_to_en,s0191,2022,5,阅读A,,14,Many too are seeing the advantages of scrapping a degree requirement for certain roles.
zh_to_en,s0042,2020,8,阅读A,,14,The number of women on corporate boards has been steadily increasing without government interference.
zh_to_en,s0714,2023,1,完形重建,,23,"Indeed, it was frequently the first stop for merchants looking to sell their wares and stock up on supplies for their own journeys."
zh_to_en,s0106,2021,6,阅读A,,11,"Such programs do not have to negatively affect the environment, though."
zh_to_en,s0118,2021,8,阅读A,,13,One explanation might be the loss of dignity displayed through a cheesy grin.
zh_to_en,s0706,2023,1,完形重建,,21,They were typically located outside the walls of a city or village and were usually funded by local governments or privately.
zh_to_en,s0025,2020,6,阅读A,,13,Yet the new system has not worked out any cheaper for the universities.
zh_to_en,s0018,2020,6,阅读A,,10,"Until this century, university libraries were not very price sensitive."
zh_to_en,s0094,2021,4,阅读A,,12,The responsibility for the latest wave of strikes rests on the unions.
zh_to_en,s0689,2021,2,完形重建,,29,"Fluid intelligence is the type of intelligence that has to do with short-term memory and the ability to think quickly, logically, and abstractly in order to solve new problems."
zh_to_en,s0215,2022,7,阅读A,,12,Employers must both show cause and act in a procedurally fair way.
zh_to_en,s0710,2023,1,完形重建,,20,Travellers on the Silk Road faced the possibility of being attacked by thieves or being subjected to extreme weather conditions.
zh_to_en,s0732,2025,1,完形重建,,17,"A year later, he returned with a few students to examine the location and map the site."
zh_to_en,s0690,2021,2,完形重建,,22,"It peaks in young adulthood, levels out for a period of time, and then generally starts to slowly decline as we age."
zh_to_en,s0735,2025,1,完形重建,,19,In 2009 archaeologists Chrysanthi Gallon and Jon Henderson resumed excavation of Pavlopetri in cooperation with the Greek Ministry of Culture.
zh_to_en,s0024,2020,6,阅读A,,44,"More than half of all British scientific research is now published under open access terms: either freely available from the moment of publication, or paywalled for a year or more so that the publishers can make a profit before being placed on general release."
zh_to_en,s0226,2022,8,阅读A,,11,This makes it harder for the marginal manager to gain employment.
zh_to_en,s0713,2023,1,完形重建,,19,Caravanserais were also an important marketplace for commodities and aided in the trade of goods along the Silk Road.
zh_to_en,s0187,2022,4,阅读A,,10,Education was no longer a secure route of social mobility.
zh_to_en,s0728,2025,1,完形重建,,15,"The slow sea level rise in the Mediterranean submerged the city more than 3,000 years ago."
zh_to_en,s0146,2021,13,阅读B,,13,"This process, along with employees reviewing the contracts, is faster and more accurate."
zh_to_en,s0222,2022,8,阅读A,,10,Yet mediocrity is no longer enough to justify a dismissal.
zh_to_en,s0221,2022,8,阅读A,,10,Between preserving the jobs of ordinary workers or losing them.
zh_to_en,s0014,2020,6,阅读A,,10,Scientific publishing has long been a licence to print money.
zh_to_en,s0683,2020,2,完形重建,,20,"On the basis of the precautionary principle, it could be argued that it is advisable to follow the FSA advice."
zh_to_en,s0699,2022,1,完形重建,,24,"Though plants lack brains, the firing of electrical signals in their stems and leaves nonetheless triggered responses that hinted at consciousness, researchers previously reported."
zh_to_en,s0716,2024,1,完形重建,,28,"Without the need to be touched to open or close, automatic doors are essential in improving disabled access to buildings and helping provide general convenience to commercial buildings."
zh_to_en,s0684,2020,2,完形重建,,20,"After all, it was rumoured that smoking caused cancer for years before the evidence was found to prove a connection."
zh_to_en,s0680,2020,2,完形重建,,19,"This means that people should avoid crisping their roast potatoes, reject thin-crust pizzas and only partially toast their bread."
zh_to_en,s0686,2020,2,完形重建,,23,"To be fair, the FSA says it is not telling people to cut out roast foods entirely, but to reduce their lifetime intake."
zh_to_en,s0239,2022,9,阅读B,,14,Neither one of them actually participated in any contributions to animal research or conservation.
zh_to_en,s0694,2021,2,完形重建,,35,"The researchers looked at data that included measurements of lean muscle and abdominal fat from more than 4,000 middle-to-older-aged men and women and compared that data to reported changes in fluid intelligence over a six-year period."
zh_to_en,s0697,2021,2,完形重建,,20,It is hoped that future studies could explain these differences and perhaps lead to different treatments for men and women.
zh_to_en,s0692,2021,2,完形重建,,23,One study found that muscle loss and the accumulation of body fat around the abdomen are associated with a decline in fluid intelligence.
zh_to_en,s0133,2021,12,阅读B,,49,"There are experiments that show that, naturally, the results of interviews are much more biased than what AI does, says Pedro Domingos, author of The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World and a computer science professor at the University of Washington."
zh_to_en,s0262,2022,10,阅读B,,13,Zoos save people trips to wilderness areas and thus contribute to wildlife conservation.
zh_to_en,s0696,2021,2,完形重建,,28,"For women, the association may be attributable to changes in immunity that resulted from excess abdominal fat; in men, the immune system did not appear to be involved."
zh_to_en,s0257,2022,10,阅读B,,10,Zoos provide a critical voice for conservation and environmental protection.
zh_to_en,s0693,2021,2,完形重建,,16,This suggests the possibility that lifestyle factors might help prevent or delay this type of decline.
zh_to_en,s0703,2022,1,完形重建,,29,"This perspective makes sense if you simplify the workings of a complex brain, reducing it to an array of electrical pulses; cells in plants also communicate through electrical signals."
zh_to_en,s0679,2020,2,完形重建,,27,The Food Standards Authority (FSA) has issued a public warning about the risks of a compound called acrylamide that forms in some foods cooked at high temperatures.
zh_to_en,s0682,2020,2,完形重建,,15,Scientists say the compound is likely to cause cancer but have no hard scientific proof.
zh_to_en,s0705,2022,1,完形重建,,18,"For consciousness to evolve, a brain with a threshold level of complexity and capacity is required, he added."
zh_to_en,s0723,2024,1,完形重建,,10,"Although these methods differ, the main principles remain the same."
zh_to_en,s0685,2020,2,完形重建,,24,"Doubtless a piece of boiled beef can always be served up on Sunday alongside some steamed vegetables, without the Yorkshire pudding and no wine."
zh_to_en,s0279,2023,3,阅读A,,9,You need to remember where your bread is buttered.
zh_to_en,s0736,2025,1,完形重建,,13,"The team employed robotics, sonar mapping, and state-of-the-art graphics to survey the site."
zh_to_en,s0158,2021,14,翻译C,,61,"And if the postgraduate student population also grows rapidly and there is loss of a close apprenticeship relationship between faculty members and students, the student culture becomes the chief socializing force for new postgraduate students, with consequences for the intellectual and academic life of the institution—this was seen in America as well as in France, Italy, West Germany, and Japan."
zh_to_en,s0729,2025,1,完形重建,,14,They were covered by a thick layer of sand off the island of Laconia.
zh_to_en,s0725,2024,1,完形重建,,13,Sensor types are chosen to complement the different environments they are needed in.
zh_to_en,s0739,2026,1,完形重建,,13,考 研 英 语 一 · 英 语 一 真 题 · 2026 年 Advances in artificial intelligence (AI) are rapidly changing every aspect of human life.
zh_to_en,s0737,2025,1,完形重建,,12,From 2009 to 2013 they were able to bring the underwater town to light.
zh_to_en,s0306,2023,6,阅读A,,9,"In the meantime, PRH authors have been the losers."
zh_to_en,s0635,2026,9,阅读A,,8,"Many skip newspapers, and magazines are a stretch."
zh_to_en,s0312,2023,8,阅读A,,9,Scientific papers are the recordkeepers of progress in research.
zh_to_en,s0493,2025,6,阅读A,,8,The goals of researchers ought to be realistic.
zh_to_en,s0286,2023,3,阅读A,,8,They include materials sponsored by energy industry associations.
zh_to_en,s0687,2020,2,完形重建,,12,"However, its campaign risks coming a cross as being pushy and overprotective."
zh_to_en,s0346,2023,10,阅读B,,9,"The journey officially began in Ogden, Utah, on June 8, 1871."
zh_to_en,s0491,2025,6,阅读A,,8,The need for supercomputers is difficult to meet.
zh_to_en,s0524,2025,10,阅读A,,8,Hard work should be done to preserve artifacts.
zh_to_en,s0323,2023,8,阅读A,,8,How insidious is this type of citation manipulation?
zh_to_en,s0369,2024,3,阅读A,,8,Why had the Romans buried a million nails?
zh_to_en,s0307,2023,6,阅读A,,53,"It comes at a time when authors are already worried about the consequences of the proposed merger between PRH and another big publisher, Simon & Schuster—the reduction in the number of unaligned UK publishers is likely to lead to fewer bidding wars, lower advances, and more conformity in terms of what is published."
zh_to_en,s0702,2022,1,完形重建,,13,They even claimed that plants have 'brain-like command centers' at their root tips.
zh_to_en,s0164,2022,3,阅读A,,8,People often complain that plastics are too durable.
free_translation,s0362,2023,12,翻译C,,26,"Not only can AI help to create the marketing content, but it can also provide a non-intrusive way of delivering the content to the target customers."
free_translation,s0359,2023,12,翻译C,,30,"For AI to be successful, data needs to be accessible, but the use of personal data is becoming more regulated and the automated sharing of data is becoming more difficult."
free_translation,s0416,2024,9,阅读A,,22,"The Chesapeake draws from a 64,000-square-mile watershed that extends into Virginia, Pennsylvania, New York, West Virginia, the District of Columbia and Delaware."
free_translation,s0545,2025,12,阅读B,,29,"If I've had a full day of good encounters with butterflies, met interesting butterfly people and I've got some good shots, that becomes a vault in my spiritual bank."
free_translation,s0522,2025,9,阅读A,,29,"Yet researchers can take some comfort in the fact that there are a multitude of librarians devoted to discovering, organizing, and preserving digital information for researchers current and future."
free_translation,s0629,2026,8,阅读A,,28,"Yet even as scientists and public officials increasingly agree on the need for more fires in our forests, climate change is making this tactic more challenging, experts said."
free_translation,s0458,2024,14,翻译C,,22,"They then set up a food station experiment, in which they gave the elephants a series of choices based only on smell."
free_translation,s0550,2025,13,翻译C,,25,It was a musician who discovered the planet Uranus in the 18th century by making his own telescope with mirrors composed of copper and tin.
free_translation,s0361,2023,12,翻译C,,20,"Therefore, unless customers are prepared to sign release agreements, the use of AI may become somewhat restricted in the future."
free_translation,s0591,2026,4,阅读A,,24,But understanding where the animals were first domesticated could guide archaeologists to a narrow region to search for insights about the original tamed donkeys.
free_translation,s0517,2025,9,阅读A,,19,"When it comes to born-digital information, the terrifying answer can be: if not librarians and archivists, then no one."
free_translation,s0287,2023,4,阅读A,,27,"In New Hampshire, where the rental vacancy rate has dropped below 1 percent, housing advocates fear unchecked short-term rentals will put further pressure on an already strained market."
free_translation,s0408,2024,7,阅读A,,27,"One suggestion is that AI models could be trained on images in the public domain, and AI companies could forge partnerships with museums and artists, Ortiz says."
free_translation,s0468,2025,3,阅读A,,27,"They were split into target and control groups and asked to write, for example, a message in a bottle as Ferdinand following the shipwreck in The Tempest."
free_translation,s0211,2022,6,阅读A,,31,"As science and technology progressed, and divided into more sub-disciplines, the centre was simultaneously looking to a time when leading researchers could also be artists, writers and poets, and vice versa."
free_translation,s0594,2026,5,阅读A,,31,"Georgia offers up to 30% in transferable tax credits on film and TV production costs, plus an additional 10% increase on the base tax credit if the project includes a Georgia promotional logo."
free_translation,s0488,2025,5,阅读A,,28,"Established in an old paper mill, it is powered by a nearby river and its remote heat warms the people who live in the surrounding town of Kajaani."
free_translation,s0392,2024,5,阅读A,,27,"It found that infants had an average of 14 alloparents a day by the time they were 18 weeks old, and were passed between caregivers eight times an hour."
free_translation,s0456,2024,13,翻译C,,21,New research suggests that smell is a crucial factor in guiding elephants—and probably other herbivores—to the best food resources.
free_translation,s0595,2026,5,阅读A,,27,"Even as California lost a huge volume of production to other locations, there was still plenty of film production taking place in Los Angeles before this year."
free_translation,s0471,2025,3,阅读A,,29,She added The emotional understanding was very evident and it is probably related to the [rehearsal room process] where you are used to trying to imagine your way through.
free_translation,s0078,2020,15,翻译C,,34,"Despite attempts by the Church to suppress this new generation of logicians and rationalists, more explanations for how the universe functioned were being made at a rate that the people could no longer ignore."
free_translation,s0357,2023,12,翻译C,,20,By allowing AI to develop content some brand marketers may find that they are losing control over the brand narrative.
free_translation,s0410,2024,9,阅读A,,24,"The shallows provide homes for hundreds of species while storing floodwaters, filtering pollutants from water, and protecting nearby communities from potentially destructive storm surges."
free_translation,s0612,2026,7,阅读A,,26,"And while it is wonderful to take a walk with anything in your headphones, infinite choice encourages us to shrink into niche interests and sympathetic beliefs."
free_translation,s0360,2023,12,翻译C,,34,"If customers are not willing to share data, AI will be starved of essential information and will not be able to function effectively or employ machine learning to improve its marketing content and communication."
free_translation,s0412,2024,9,阅读A,,26,"Specifically, a 5-4 majority decided that wetlands protected by the EPA under its Clean Water Act authority must have a continuous surface connection to bodies of water."
free_translation,s0315,2023,8,阅读A,,18,"Citation cartels, where journals, authors, and institutions conspire to inflate citation numbers, have existed for a long time."
free_translation,s0095,2021,4,阅读A,,25,"However, there is a strong case that those who have been worst affected by industrial action should receive compensation for the disruption they have suffered."
free_translation,s0457,2024,14,翻译C,,19,The researchers first established what kinds of plant the elephants preferred either to eat or avoid when foraging freely.
free_translation,s0373,2024,3,阅读A,,25,"The idea that one might burn down an entire house just to reclaim the nails underlines how scarce, costly and valuable the simple-seeming technology was."
free_translation,s0585,2026,4,阅读A,,28,The team reconstructed the animals' evolutionary tree and used computer models to pinpoint the domestication event when herders in Kenya and the Horn of Africa tamed wild asses.
free_translation,s0626,2026,8,阅读A,,22,"To prevent entire ecosystems from going up in smoke, Martin said, people must bring healthy fire back to places that need it."
free_translation,s0554,2025,13,翻译C,,27,But by utilising the natural curiosity of the general public it is possible to overcome many of these challenges by engaging non-scientists directly in the research process.
free_translation,s0467,2025,3,阅读A,,26,The randomised control trial involved hundreds of year 5 pupils — aged nine and ten — at 45 state primary schools that had not been previously exposed to RSC pedagogy.
free_translation,s0563,2025,13,翻译C,,33,"They pool resources, collaborate, think outside the box, and find solutions and ways around obstacles to explore science for the sake of science without the traditional boundaries of working inside a formal setting."
free_translation,s0409,2024,9,阅读A,,33,"The miracle of the Chesapeake Bay lies not in its depths, but in the complexity of its natural construction, the interaction of fresh and saline waters, and the mix of land and water."
free_translation,s0487,2025,5,阅读A,,30,"Every day, scientists, technologists and engineers are discovering new ways to exploit renewable energy sources and develop techniques not just to use power more intelligently but to power our intelligence."
